address,advertiser_id,advertiser_name,age,bath_amnt,bed_amnt,bed_ratio,covered_ratio,covered_surface,covered_surface_unit,currency,date_extracted,date_published,description,disposition,district,features,garage_amnt,is_finished_property,is_new_property,is_studio_apartment,land_ratio,land_surface,land_surface_unit,latitude,listing_age,listing_id,longitude,luminosity,maintenance_fee,maintenance_fee_currency,neighborhood,orientation,price,price_control,property_group,property_type,province,reconstructed_land_surface,reconstructed_land_surface_unit,reconstructed_total_surface,reconstructed_total_surface_unit,response,room_amnt,room_ratio,site,site_abbreviation,title,toilete_amnt,total_ratio,total_surface,total_surface_unit,transaction,uncovered_surface,uncovered_surface_unit,url,year_built
Jorge Santiago Bynnon 1755,30426939,Didio Propiedades,0,,,,2500.0,6.0,m²,USD,"Sun, 25 Sep 2022 19:35:36 GMT","Fri, 08 Jul 2022 19:35:39 UTC","¡COCHERA EN VENTA ADROGUÉ! Calle Bynnon 1755 e/Drumond y plaza Bynnon. •Descubierta •Portón automático POSIBILIDAD DE ENTREGAR USD 9.000 Y EL RESTO EN CUOTAS, CONSULTE. Expensas 2000 aprox. LEGAL: * “Las medidas son orientativas y las definitivas son las que surgen de la escritura”. * “La descripción del inmueble, servicios y medidas pueden no ajustarse a sus características y medidas reales y/o actuales. Los datos pueden no estar actualizados a la hora de la visualización del aviso. Pueden existir inexactitudes, producto del paso del tiempo. Previo a cualquier operación, el interesado deberá verificar la veracidad de la información, requiriendo las copias necesarias de la documentación”. COMERCIALIZA: ROMINA DIDIO – CORREDOR INMOBILIARIO – CMCPLZ MATRÍCULA 4319 ",,Almirante Brown,{},,True,True,,,,,-34.7948985,Publicado hace 79 días,49945504,-58.3843103,,0.0,,Adrogué,,15000,True,,Cochera,GBA Sur,,,,,,,,zonaprop,ZP,Venta Cochera en Adrogué,,2500.0,6.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/venta-cochera-en-adrogue-49945504.html,2022
Esteban De Adrogue  1300 2°,30426939,Didio Propiedades,0,2,1,,1809.5238095238096,21.0,m²,USD,"Sun, 25 Sep 2022 19:35:36 GMT",,"VENTA OFICINA PLENO CENTRO DE ADROGUÉ!!! CALLE ESTEBAN ADROGUÉ N°1387 segundo piso (ofic.N°15) Medidas 21 m². Baños compartidos Libre de gastos para el vendedor. LEGAL: * “El presente inmueble es accesible para personas con discapacidades físicas”. * “Las medidas son orientativas y las definitivas son las que surgen de la escritura”. * “La descripción del inmueble, servicios y medidas pueden no ajustarse a sus características y medidas reales y/o actuales. Los datos pueden no estar actualizados a la hora de la visualización del aviso. Pueden existir inexactitudes, producto del paso del tiempo. Previo a cualquier operación, el interesado deberá verificar la veracidad de la información, requiriendo las copias necesarias de la documentación”. COMERCIALIZA: ROMINA DIDIO – CORREDOR INMOBILIARIO – CMCPLZ MATRÍCULA 4319 ",,Almirante Brown,"{'Cantidad plantas': '1', 'Frente del terreno (mts)': '0', 'Largo del terreno (mts)': '0'}",,True,True,True,,,,-34.797699,Publicado hace más de 1 año,48484527,-58.3890877,,4500.0,,Adrogué,,38000,True,Comercio y oficina,Oficina consultorio,GBA Sur,0.0,mts,,,,1,,zonaprop,ZP,Oficina en Venta Adrogué,,1809.5238095238096,21.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/oficina-en-venta-adrogue-48484527.html,2022
Ruta Nacional 193 Km 7,17944894,Federico Negro Estudio Inmobiliario,,,,,,,,USD,"Sun, 25 Sep 2022 19:35:38 GMT",,"XINTEL(FNE-FNM-4522) LOTE A LA VENTA EN ZARATE. LOTEO 'CAMPO ALTO' - RUTA NAC 193 KM 7, A POCOS MINUTOS DEL CENTRO DE ZARATE. IMPORTANTE LOTE INTERNO DE 681.25 M2 (22.71 MTS DE FRENTE, 22.71 MTS DE FONDO, 30.97 MTS DE LATERAL DERECHO Y 30.97 MTS DE LATERAL IZQUIERDO). ESTE IMPORTANTE LOTEO ESTA UBICADO A SOLO 7 MINUTOS DEL CENTRO DE ZARATE Y A 3 KM DE LA AUTOPISTA PANAMERICANA, CON ACCESO DIRECTO DESDE LA RUTA NAC. Nº193 KM 7, MEDIANTE UNA CALLE PRINCIPAL QUE GUÍA DESDE LA RUTA HASTA EL CORAZÓN DEL BARRIO Y A LA VEZ, CON OTROS ACCESOS A TRAVÉS DE DIVERSAS CALLES SECUNDARIAS DEL MISMO. CONSULTANOS !!",,Zárate,{},,,,,,,,-34.147604,Publicado hace más de 1 año,44877229,-59.082801,,,,,,21802,True,Terreno,Terreno,GBA Norte,,,,,,,,zonaprop,ZP,Lote. | Ruta Nacional 193 Km 7,,32.01468428781204,681.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/lote.-ruta-nacional-193-km-7-44877229.html,
Presidente Peron  700,30426939,Didio Propiedades,0,2,1,,975.0,200.0,m²,USD,"Sun, 25 Sep 2022 19:35:38 GMT","Tue, 04 Jan 2022 19:35:40 UTC","Vendo Importante Local en Burzaco!!! Excelente esquina, zona muy comercial. Sobre calle Pte. Perón (ex. Gorriti) n° 701 esquina Paraguay. Ficha Técnica: Superficie total: 200 m2 aprox. Entrepiso de 90m2 aprox. Esquina toda Vidriada Cortinas con motor 2 Baños 2 accesos de ingreso por Pte. Peron y por Paraguay. Escalera con acceso a la terraza. Posibilidad de seguir edificando (techo de losa) Servicios: Electricidad Agua corriente Cloacas Pavimento LEGAL: * “El presente inmueble es accesible para personas con discapacidades físicas”. * “Las medidas son orientativas y las definitivas son las que surgen de la escritura”. * “La descripción del inmueble, servicios y medidas pueden no ajustarse a sus características y medidas reales y/o actuales. Los datos pueden no estar actualizados a la hora de la visualización del aviso. Pueden existir inexactitudes, producto del paso del tiempo. Previo a cualquier operación, el interesado deberá verificar la veracidad de la información, requiriendo las copias necesarias de la documentación”. COMERCIALIZA: ROMINA DIDIO – CORREDOR INMOBILIARIO – CMCPLZ MATRÍCULA 4319 ",,Almirante Brown,"{'Cantidad plantas': '1', 'Frente del terreno (mts)': '0', 'Largo del terreno (mts)': '0'}",,True,True,True,,,,-34.8128891,Publicado hace 264 días,48981724,-58.3876228,,0.0,,Burzaco,,195000,True,Comercio y oficina,Local,GBA Sur,0.0,mts,,,,1,,zonaprop,ZP,Local en Venta Burzaco,,975.0,200.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/local-en-venta-burzaco-48981724.html,2022
"Ameghino 195, Burzaco ",30060752,Radeglia Propiedades,1.0,2,2,62500.0,125000.0,1.0,m²,USD,"Sun, 25 Sep 2022 19:35:38 GMT","Wed, 13 Apr 2022 19:35:40 UTC","Se vende casa estilo americana en barrio residencial con muy buenos accesos, a 150 mts de Av. Hipólito Irigoyen. La propiedad cuenta a su ingreso con portón corredizo de reja con acceso semicubierto para dos vehículos. Acceso por pasillo lateral a cocina instalada completa con barra desayunadora. Amplio comedor diario con vista al jardín con puerta balcón a galería semicubierta con pisos de cerámica, baño instalado completo. Living comedor con pisos de pinotea contiguo al comedor diario. Pasillo de distribución a baño instalado completo remodelado a nuevo recientemente. Dormitorio principal al frente con pisos de madera y placard. Segundo dormitorio también al frente con piso de granito. Lavadero cubierto con espacio de guardado. Sector de parrilla semi cubierto con barra que mira al jardín. Jardín libre. Pasillo lateral. Lote de 8.66 x 33 mtrs. La propiedad se encuentra en estado de remodelación y cuenta con todas las instalaciones eléctricas, cañerías de gas y agua hechas a nuevo. Comercializa RADEGLIA PROPIEDADES 4238.6288 / 1  ",,Almirante Brown,"{'Cocina': True, 'Comedor': True, 'Comedor de diario': True, 'Jardín': True, 'Lavadero': True, 'Living comedor': True, 'Patio': True, 'Termotanque': True, 'Apto crédito': True, 'Permite mascotas': True, 'Cantidad plantas': '1', 'Cobertura cochera': 'Semicubierta', 'Frente del terreno (mts)': '0', 'Parrilla': True}",2,True,False,False,438.5964912280702,,,-34.819938,Publicado hace 165 días,49473193,-58.3966283,,0.0,,Burzaco,,125000,True,Casa,Casa,GBA Sur,285.0,m²,,,,3,41666.666666666664,zonaprop,ZP,"Venta de Casa 3 Ambientes en Burzaco, Almirante Brown",,438.5964912280702,285.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/venta-de-casa-3-ambientes-en-burzaco-almirante-brown-49473193.html,2021.0
Mitre 954,30030878,German Campanella Inmobiliaria,30.0,1,,,5142.857142857143,70.0,m²,USD,"Sun, 25 Sep 2022 19:35:38 GMT",,"Local al frente el primero de la galería en la mejor zona comercial de Adrogue,sobre la estación de tren metros de la barrera de Mitre,vidriera con rejas ,actualmente con renta (peluqueria)tiene una superficie de 11 metros de largo por 4 de ancho,con altillo (actualmente deposito y baño propio).Ideal inversores.Se escuchan propuestas.Se toma propieda de menor valor.El precio es libre de gastos.En común con Toddere inmobiliaria",Frente,Almirante Brown,"{'Etapa': 'Terminado', 'Agua corriente': True, 'Desagüe cloacal': True, 'Gas natural': True, 'Internet': True, 'Luz': True, 'Pavimento': True, 'Teléfono': True, 'Video cable': True}",,True,False,,,,,-34.7987721,Publicado hace más de 1 año,45677493,-58.39395139999999,Muy luminoso,4000.0,,Adrogué,N,360000,True,Comercio y oficina,Local,GBA Sur,,,,,,,,zonaprop,ZP,Local en La Mejor Ubicación de Adrogue,,4500.0,80.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/local-en-la-mejor-ubicacion-de-adrogue-45677493.html,1992.0
Ruta Nacional 193 Km 7,17944894,Federico Negro Estudio Inmobiliario,,,,,,,,USD,"Sun, 25 Sep 2022 19:35:38 GMT",,"XINTEL(FNE-FNM-4440) LOTE A LA VENTA EN ZARATE. LOTEO 'CAMPO ALTO' - RUTA NAC 193 KM 7, A POCOS MINUTOS DEL CENTRO DE ZARATE. LOTE INTERNO DE 600 M2 (20 MTS DE FRENTE, 20 MTS DE FONDO, 30 MTS DE LATERAL DERECHO Y 30 MTS DE LATERAL IZQUIERDO). ESTE IMPORTANTE LOTEO ESTA UBICADO A SOLO 7 MINUTOS DEL CENTRO DE ZARATE Y A 3 KM DE LA AUTOPISTA PANAMERICANA, CON ACCESO DIRECTO DESDE LA RUTA NAC. Nº193 KM 7, MEDIANTE UNA CALLE PRINCIPAL QUE GUÍA DESDE LA RUTA HASTA EL CORAZÓN DEL BARRIO Y A LA VEZ, CON OTROS ACCESOS A TRAVÉS DE DIVERSAS CALLES SECUNDARIAS DEL MISMO. CONSULTANOS !!",,Zárate,{},,,,,,,,-34.147604,Publicado hace más de 1 año,44862843,-59.082801,,,,,,22814,True,Terreno,Terreno,GBA Norte,,,,,,,,zonaprop,ZP,Lote. | Ruta Nacional 193 Km 7,,38.02333333333333,600.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/lote.-ruta-nacional-193-km-7-44862843.html,
GRAL ROCA ,30024038,Inar Obras S.A,0,1,,,1200.0,200.0,m²,USD,"Sun, 25 Sep 2022 19:35:38 GMT",,"Amplio local comercial en construcción ubicado en planta baja, a una cuadra de estación Adrogue, frente a la terminal de combis. Tiene una superficie de 200 m2 Medidas 11 m de frente por 16 m de fondo con una altura de 4 m",,Almirante Brown,"{'Oficinas': True, 'Aire acondicionado': True, 'Uso comercial': True, 'Apto profesional': True, 'Ascensor': True}",,True,True,,,,,-34.7978738,Publicado hace más de 1 año,43565062,-58.3955017,,,,Adrogué,,240000,True,Comercio y oficina,Local,GBA Sur,,,,,,1,,zonaprop,ZP,Local Comercial - Adrogue,,1200.0,200.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/local-comercial-adrogue-43565062.html,2022
"C. 412 2663, Villa Elisa, Provincia de Buenos Aires, Argentina",475844011,,0,2,3,56666.666666666664,1133.3333333333333,150,m²,USD,"Sun, 25 Sep 2022 19:35:37 GMT","Fri, 29 Apr 2022 15:17:32 UTC","Hermosa casa en venta a estrenar en excelente zona de Villa Elisa, ubicada sobre calle 142 e/ 130 y 131.
La casa de desarrolla en planta baja sobre un lote de 20x30, y cuenta con tres amplios dormitorios, el principal en suite y con vestidor incorporado; un muy espacioso living-comedor con cocina integrada, galeria con parilla, dos baños completos, lavadero separado y un amplio parque.
Cuenta con detalles de categoria, entre los que se encuentran pisos de porcelanato y cemento alisado, aberturas de PVC con doble vidrio de seguridad (DVH) y calefaccion por radiadores. Ademas cuenta con aire acondicionado y sistema de alarma.",,La Plata,"{'Dormitorio en suite': True, 'Placards': True, 'Comedor': True, 'Vestidor': True, 'Jardín': True, 'Parrilla': True, 'Cocina': True, 'Living': True, 'Apto crédito': True, 'Aire acondicionado': True, 'Alarma': True, 'Calefacción': True, 'Acceso a internet': True, 'Gas natural': True, 'Línea telefónica': True, 'Dormitorios': '3', 'Superficie cubierta': '150 m²', 'Baños': '2', 'Cocheras': '0', 'Antigüedad': '0 años', 'Ambientes': '4', 'Superficie total': '600 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'TV por cable': True, 'Lavadero': True, 'Condición del ítem': 'Nuevo', 'Tour virtual': True}",0,,True,False,283.3333333333333,,,-34.87022,Publicado hace 149 días,MLA1134748960,-58.110073,,,,Villa Elisa,,170000,True,Casa,Casa,Bs.As. G.B.A. Sur,600,m²,,,,4,42500.0,mercadolibre,ML,Casa Quinta En Venta En Villa Elisa,,283.3333333333333,600,m²,Venta,,,https://api.mercadolibre.com/items/MLA1134748960,
Diag 75 N° al 450,722344341,Nany Mayora,10.0,1,2,59000.0,1638.888888888889,72,m²,USD,"Sun, 25 Sep 2022 19:35:38 GMT","Thu, 07 Jul 2022 12:56:28 UTC","VENTA. SEMIPISO 3 AMB. FRENTE A PLAZA YRIGOYEN! TODO SOL!
Edificio de 8 pisos de altura . 2 departamentos por piso.
Ubicado  frente a plaza , sobre la calle Diagonal 75, entre plaza Yrigoyen  y calle 18. Ascensor con sensor de seguridad. Ingreso a amplio ambiente con cocina integrada con conexión para lavarropas, Living-comedor con ventanal de piso a techo, carpinterías de aluminio y DVH; salida al balcón, excelente vista abierta a la plaza. Cuenta con dos dormitorios: el principal muy luminoso con salida a balcón ; el segundo dormitorio con ventilación hacia el lateral. Ambos con placards. Baño completo en suite compartido por ambos dormitorios con paño fijo, luz natural. Toilette social. Pisos de porcelanato y flotantes en dormitorios. Agua caliente y calefacción individual por estufas T/B. Se puede conseguir cocheras para alquilar en el mismo edificio o a escasos metros.Las visuales son únicas, por las noches se puede apreciar la ciudad iluminada, diag 74 y las cúpulas de la catedral. No te lo pierdas! Oportunidad por ubicación, precio y estado!",,La Plata,"{'Balcón': True, 'Comedor': False, 'Vestidor': False, 'Jardín': False, 'Parrilla': False, 'Toilette': True, 'Cocina': True, 'Lavadero': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': False, 'Aire acondicionado': False, 'Gimnasio': False, 'Calefacción': True, 'Acceso a internet': False, 'Jacuzzi': False, 'Salón de usos múltiples': False, 'Gas natural': True, 'Seguridad 24 horas': False, 'Pileta': False, 'Agua corriente': False, 'Línea telefónica': False, 'Dormitorios': '2', 'Superficie cubierta': '72 m²', 'Disposición': 'Frente', 'Orientación': 'Norte', 'Cantidad de pisos': '8', 'Baños': '1', 'Expensas': '9000 ARS', 'Cocheras': '0', 'Antigüedad': '10 años', 'Ambientes': '3', 'Superficie total': '75 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Condición del ítem': 'Usado', 'Tour virtual': False}",0,True,False,False,,,,-34.931137,Publicado hace 80 días,MLA1145972270,-57.95378,,9000,ARS,La Plata,Norte,118000,True,Departamento,Departamento,Bs.As. G.B.A. Sur,,,,,,3,39333.333333333336,mercadolibre,ML,Venta Semipiso 3 Amb Frente A Plaza Yrigoyen! Todo Sol!,,1573.3333333333333,75,m²,Venta,,,https://api.mercadolibre.com/items/MLA1145972270,2012.0
Complejo Plaza | 467 Esq. 13B (city Bell) PB B,16588981,Lopez Gastesi Propiedades,0,2,2,130000.0,3421.0526315789475,76,m²,USD,"Sun, 25 Sep 2022 19:35:38 GMT","Thu, 23 Jun 2022 17:04:22 UTC","Piso PB BUnidad de dos (2) habitaciones (1 en suite con vestidor; y la 2da. habitación posibilidad de cerrarla o dejar espacio abierto al living), cocina totalmente equipada, living-comedor, balcón-terraza con parrilla, espacio para lavadero y baño completo. Cuenta con cochera cubierta y baulera.
Sup. Cubierta: 76,90 mts. | Sup. Semicub: 17 mts. | Sup. Total: 93,90 mts.

    

* Todas las medidas y/o superficies mencionadas son meramente orientativas. Todas las descripciones, fotos, imágenes, videos y precios publicados son meramente orientativos y no contractuales.",,La Plata,"{'Balcón': True, 'Dormitorio en suite': True, 'Desayunador': False, 'Placards': True, 'Comedor': True, 'Vestidor': True, 'Jardín': False, 'Parrilla': False, 'Toilette': False, 'Cocina': True, 'Lavadero': True, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Roof garden': False, 'Estudio': False, 'Terraza': False, 'Apto profesional': False, 'Apto crédito': True, 'Aire acondicionado': True, 'Caldera': True, 'Business center': False, 'Área de cine': False, 'Cisterna': False, 'Laundry': False, 'Estacionamiento para visitantes': False, 'Gimnasio': False, 'Calefacción': False, 'Chimenea': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Ascensor': True, 'Salón de usos múltiples': False, 'Gas natural': True, 'Salón de fiestas': False, 'Área de juegos infantiles': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Agua corriente': True, 'Línea telefónica': False, 'Cancha de tenis': False, 'Departamentos por piso': '3', 'Dormitorios': '2', 'Horario de contacto': 'lun a vier 8 a 16', 'Superficie cubierta': '76 m²', 'Disposición': 'Frente', 'Cantidad de pisos': '1', 'Baños': '2', 'Expensas': '0 ARS', 'Cocheras': '1', 'Antigüedad': '0 años', 'Ambientes': '3', 'Superficie total': '93 m²', 'Número de piso de la unidad': '0', 'Bodegas': '1', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Departamento', 'Número del departamento': 'B', 'Propiedad en remate': False, 'Condición del ítem': 'Nuevo', 'Tour virtual': False}",1,,True,False,,,,-34.866356,Publicado hace 94 días,MLA1143949899,-58.04717,,0,,City Bell,,260000,True,Departamento,Departamento,Bs.As. G.B.A. Sur,,,,,,3,86666.66666666667,mercadolibre,ML,Complejo Plaza | 467 Esq. 13b (city Bell) Pb B,,2795.6989247311826,93,m²,Venta,,,https://api.mercadolibre.com/items/MLA1143949899,
"Avellaneda 2282, Burzaco",30060752,Radeglia Propiedades,10.0,1,3,43000.0,129000.0,1.0,m²,USD,"Sun, 25 Sep 2022 19:35:38 GMT","Tue, 19 Apr 2022 19:35:41 UTC","Se vende casa en excelente estado de conservación, remodelada a nuevo en su interior. La propiedad cuenta cochera para un vehículo semi cubierta. A su ingreso amplio living comedor con hogar a leña. Cocina instalada completa con barra pasaplatos. Pasillo de distribución a dos dormitorios, el principal al frente con placard y segundo dormitorio con vista al parque. Baño instalado completo con cabina de ducha. Tercer dormitorio o escritorio al frente con mueble en madera a medida. Los tres dormitorios y la cocina tienen piso flotante. Patio con sector de parrilla semi cubierto. Lavadero cubierto y fondo libre. El estado de la casa es excelente. Digna de ver ! Comercializa RADEGLIA PROPIEDADES 4238.6288 / 1  ",,Almirante Brown,"{'Cocina': True, 'Jardín': True, 'Lavadero': True, 'Living comedor': True, 'Patio': True, 'Calefacción': True, 'Termotanque': True, 'Apto crédito': True, 'Permite mascotas': True, 'Cantidad plantas': '1', 'Cobertura cochera': 'Semicubierta', 'Frente del terreno (mts)': '10', 'Largo del terreno (mts)': '23', 'Parrilla': True}",1,True,False,False,560.8695652173913,,,-34.817262,Publicado hace 159 días,49494791,-58.3865219,,0.0,,Burzaco,,129000,True,Casa,Casa,GBA Sur,230.0,m²,,,,4,32250.0,zonaprop,ZP,"Venta de Casa 4 Ambientes en Burzaco, Almirante Brown",,560.8695652173913,230.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/venta-de-casa-4-ambientes-en-burzaco-almirante-brown-49494791.html,2012.0
